customer_id,account_created_at,typical_amount_inr,typical_payment_method,primary_device_id,primary_ip,billing_state,risk_segment
cust_006145,2025-07-22T00:00:00,688.62,upi,dev_016344,157.103.159.217,Maharashtra,low_risk
cust_006146,2026-01-13T00:00:00,172.16,upi,dev_009919,223.43.149.182,Telangana,low_risk
cust_006147,2025-10-24T00:00:00,1379.26,upi,dev_014224,157.191.96.20,Rajasthan,low_risk
cust_006148,2025-09-27T00:00:00,624.12,card,dev_012994,106.24.28.45,Rajasthan,low_risk
cust_006149,2025-06-20T00:00:00,662.75,upi,dev_010142,122.26.77.214,Tamil Nadu,low_risk
cust_006150,2026-01-03T00:00:00,902.37,card,dev_020429,49.226.207.202,Karnataka,standard
cust_006151,2025-09-08T00:00:00,285.43,card,dev_016256,103.117.130.32,Rajasthan,standard
cust_006152,2025-06-08T00:00:00,296.17,upi,dev_006947,223.156.229.56,Delhi,low_risk
cust_006153,2026-01-13T00:00:00,805.92,card,dev_017242,106.174.202.57,Uttar Pradesh,low_risk
cust_006154,2025-08-18T00:00:00,813.58,card,dev_005603,122.88.128.145,Karnataka,low_risk
cust_006155,2025-08-19T00:00:00,635.48,upi,dev_001264,157.95.149.223,Gujarat,standard
cust_006156,2025-11-14T00:00:00,470.55,upi,dev_021392,106.23.217.41,Tamil Nadu,low_risk
cust_006157,2025-12-01T00:00:00,175.71,netbanking,dev_011697,182.166.128.28,Uttar Pradesh,low_risk
cust_006158,2025-09-24T00:00:00,1362.23,upi,dev_017253,157.89.72.54,Maharashtra,standard
cust_006159,2025-11-19T00:00:00,885.22,card,dev_010517,182.234.242.196,Rajasthan,low_risk
cust_006160,2026-05-20T00:00:00,699.94,card,dev_019140,106.101.67.213,Tamil Nadu,low_risk
cust_006161,2025-08-13T00:00:00,1387.98,card,dev_000861,49.66.33.89,Tamil Nadu,standard
cust_006162,2026-03-15T00:00:00,395.95,upi,dev_009640,182.191.137.171,Rajasthan,low_risk
cust_006163,2025-11-27T00:00:00,1001.87,upi,dev_017925,106.31.155.52,Karnataka,low_risk
cust_006164,2025-08-19T00:00:00,1699.16,upi,dev_009704,117.232.73.179,Delhi,low_risk
cust_006165,2025-08-13T00:00:00,707.05,card,dev_000152,122.64.253.217,Telangana,low_risk
cust_006166,2026-05-12T00:00:00,740.19,upi,dev_006908,182.148.230.162,Telangana,low_risk
cust_006167,2026-02-17T00:00:00,926.67,upi,dev_007391,157.35.147.211,Maharashtra,low_risk
cust_006168,2026-02-11T00:00:00,1633.07,upi,dev_021890,182.212.170.49,Karnataka,low_risk
cust_006169,2026-03-23T00:00:00,828.74,upi,dev_015554,157.112.241.5,Gujarat,low_risk
cust_006170,2026-03-01T00:00:00,2574.08,card,dev_005945,157.212.234.99,Maharashtra,low_risk
cust_006171,2025-07-05T00:00:00,684.58,upi,dev_007484,103.209.202.53,Telangana,low_risk
cust_006172,2025-08-15T00:00:00,240.06,upi,dev_012131,49.246.179.13,Karnataka,low_risk
cust_006173,2025-10-02T00:00:00,959.13,card,dev_014326,122.129.210.23,Maharashtra,low_risk
cust_006174,2026-04-26T00:00:00,1085.37,upi,dev_016216,122.116.150.94,Tamil Nadu,standard
cust_006175,2025-12-26T00:00:00,1143.32,upi,dev_013570,157.135.102.43,Telangana,low_risk
cust_006176,2025-09-24T00:00:00,622.5,card,dev_018308,223.250.54.42,Rajasthan,low_risk
cust_006177,2025-11-06T00:00:00,301.7,card,dev_016316,182.127.134.244,Kerala,standard
cust_006178,2025-10-19T00:00:00,272.09,upi,dev_006780,103.206.222.242,Rajasthan,high_risk
cust_006179,2026-04-19T00:00:00,447.33,card,dev_009651,49.130.195.249,Kerala,low_risk
cust_006180,2026-01-07T00:00:00,152.49,upi,dev_007468,122.108.96.159,Kerala,low_risk
cust_006181,2026-04-22T00:00:00,1517.62,upi,dev_021908,157.26.62.38,Uttar Pradesh,low_risk
cust_006182,2026-02-07T00:00:00,570.6,upi,dev_003604,223.181.50.202,Maharashtra,low_risk
cust_006183,2025-11-17T00:00:00,2185.35,upi,dev_010928,182.179.64.128,Karnataka,low_risk
cust_006184,2026-04-15T00:00:00,1867.82,card,dev_001507,106.209.53.164,Uttar Pradesh,low_risk
cust_006185,2026-02-18T00:00:00,822.99,card,dev_007545,49.146.174.179,Uttar Pradesh,low_risk
cust_006186,2025-07-18T00:00:00,3070.34,upi,dev_010409,117.203.120.170,West Bengal,low_risk
cust_006187,2026-04-05T00:00:00,803.43,upi,dev_019092,103.59.123.124,Maharashtra,high_risk
cust_006188,2025-09-04T00:00:00,1434.96,upi,dev_019784,157.62.114.88,Tamil Nadu,low_risk
cust_006189,2025-10-14T00:00:00,1614.01,card,dev_005452,122.149.223.198,Delhi,low_risk
cust_006190,2025-11-20T00:00:00,637.21,upi,dev_014067,157.5.242.155,Kerala,low_risk
cust_006191,2025-06-14T00:00:00,473.52,card,dev_021275,103.185.127.161,Rajasthan,standard
cust_006192,2026-04-14T00:00:00,521.47,netbanking,dev_008408,117.52.109.244,Delhi,low_risk
cust_006193,2026-04-11T00:00:00,3871.34,upi,dev_007372,106.85.56.24,Tamil Nadu,low_risk
cust_006194,2025-12-18T00:00:00,743.98,card,dev_011339,182.81.90.118,Kerala,low_risk
cust_006195,2025-10-22T00:00:00,1106.57,card,dev_018518,182.6.151.84,Rajasthan,low_risk
cust_006196,2026-05-06T00:00:00,206.41,netbanking,dev_004328,103.118.102.71,Uttar Pradesh,low_risk
cust_006197,2025-10-13T00:00:00,1112.2,card,dev_003224,223.174.249.231,Maharashtra,low_risk
cust_006198,2025-10-29T00:00:00,1370.88,upi,dev_016739,182.23.152.46,Rajasthan,low_risk
cust_006199,2025-11-26T00:00:00,695.8,card,dev_014276,157.72.178.236,Delhi,low_risk
cust_006200,2026-05-13T00:00:00,309.39,card,dev_010612,117.174.171.101,Uttar Pradesh,low_risk
cust_006201,2025-06-03T00:00:00,544.77,card,dev_004935,117.49.18.54,Kerala,standard
cust_006202,2025-09-22T00:00:00,524.05,card,dev_010010,157.198.152.225,Gujarat,low_risk
cust_006203,2026-02-19T00:00:00,233.96,upi,dev_014834,106.164.189.219,Tamil Nadu,low_risk
cust_006204,2025-10-14T00:00:00,632.79,card,dev_019684,103.209.105.199,Gujarat,low_risk
cust_006205,2026-05-03T00:00:00,765.15,upi,dev_013662,103.2.223.45,Telangana,low_risk
cust_006206,2025-07-20T00:00:00,292.76,card,dev_001239,122.77.45.99,West Bengal,low_risk
cust_006207,2025-07-09T00:00:00,995.16,upi,dev_020998,157.109.186.135,Tamil Nadu,low_risk
cust_006208,2025-08-04T00:00:00,869.98,upi,dev_019213,49.219.128.73,Kerala,low_risk
cust_006209,2025-10-21T00:00:00,1936.61,card,dev_001144,223.60.162.26,Uttar Pradesh,low_risk
cust_006210,2025-06-05T00:00:00,263.23,upi,dev_021220,223.56.3.75,Tamil Nadu,low_risk
cust_006211,2025-12-03T00:00:00,895.09,upi,dev_021313,106.60.235.135,Uttar Pradesh,low_risk
cust_006212,2025-05-27T00:00:00,912.62,upi,dev_010198,223.13.129.80,Maharashtra,low_risk
cust_006213,2025-12-28T00:00:00,620.13,card,dev_018854,182.60.178.131,West Bengal,low_risk
cust_006214,2025-05-17T00:00:00,1314.6,upi,dev_017217,103.240.242.147,West Bengal,low_risk
cust_006215,2026-05-08T00:00:00,312.4,upi,dev_012846,117.63.50.246,West Bengal,low_risk
cust_006216,2025-08-01T00:00:00,3332.89,card,dev_006567,103.87.243.249,West Bengal,low_risk
cust_006217,2025-04-30T00:00:00,442.83,upi,dev_011892,117.63.39.239,Kerala,low_risk
cust_006218,2025-11-18T00:00:00,1450.55,card,dev_011707,122.51.107.22,Tamil Nadu,low_risk
cust_006219,2025-05-23T00:00:00,896.43,card,dev_011763,103.212.95.44,Rajasthan,low_risk
cust_006220,2025-08-08T00:00:00,312.95,netbanking,dev_011579,182.244.59.43,Gujarat,low_risk
cust_006221,2025-06-17T00:00:00,1815.76,card,dev_012735,103.216.51.146,West Bengal,standard
cust_006222,2026-03-16T00:00:00,570.17,upi,dev_003389,49.61.220.87,Telangana,standard
cust_006223,2025-06-20T00:00:00,889.22,card,dev_010111,223.205.80.148,Tamil Nadu,low_risk
cust_006224,2026-01-08T00:00:00,280.9,upi,dev_017854,157.208.127.217,West Bengal,low_risk
cust_006225,2026-05-22T00:00:00,612.32,card,dev_016129,117.184.71.232,Uttar Pradesh,standard
cust_006226,2025-10-25T00:00:00,805.25,upi,dev_006650,157.24.113.145,Karnataka,low_risk
cust_006227,2025-05-02T00:00:00,316.54,upi,dev_006863,49.36.241.36,Delhi,high_risk
cust_006228,2025-12-18T00:00:00,618.25,card,dev_013289,223.88.7.5,Rajasthan,low_risk
cust_006229,2025-10-20T00:00:00,417.53,upi,dev_019107,223.107.70.217,Karnataka,low_risk
cust_006230,2026-04-27T00:00:00,494.51,card,dev_004353,49.197.179.68,Rajasthan,low_risk
cust_006231,2026-04-01T00:00:00,1178.18,card,dev_004629,103.229.137.233,West Bengal,low_risk
cust_006232,2025-12-04T00:00:00,558.5,upi,dev_015369,106.185.61.219,Maharashtra,high_risk
cust_006233,2025-11-16T00:00:00,906.01,upi,dev_009884,122.121.242.32,Telangana,low_risk
cust_006234,2025-12-13T00:00:00,701.99,netbanking,dev_012247,157.112.117.167,Maharashtra,low_risk
cust_006235,2026-01-15T00:00:00,719.89,upi,dev_012988,157.221.186.11,Gujarat,low_risk
cust_006236,2025-10-11T00:00:00,660.48,upi,dev_017849,103.52.196.70,West Bengal,standard
cust_006237,2026-01-22T00:00:00,1671.56,upi,dev_009284,49.69.105.91,Tamil Nadu,low_risk
cust_006238,2026-02-07T00:00:00,1494.08,card,dev_003646,49.142.113.206,Tamil Nadu,low_risk
cust_006239,2026-01-25T00:00:00,1602.23,card,dev_001443,122.234.45.117,West Bengal,low_risk
cust_006240,2025-05-12T00:00:00,884.37,upi,dev_010338,122.193.128.98,Kerala,low_risk
cust_006241,2026-04-12T00:00:00,288.67,upi,dev_016754,223.154.236.124,West Bengal,standard
cust_006242,2026-01-25T00:00:00,778.62,netbanking,dev_000972,223.123.50.35,Kerala,low_risk
cust_006243,2026-02-16T00:00:00,1457.79,upi,dev_004571,117.184.199.252,Telangana,low_risk
cust_006244,2026-05-07T00:00:00,755.7,upi,dev_004972,117.93.51.150,Kerala,standard
cust_006245,2026-04-16T00:00:00,1053.36,card,dev_003642,157.238.82.105,Rajasthan,standard
cust_006246,2025-09-25T00:00:00,1034.94,upi,dev_013365,103.119.240.190,Delhi,low_risk
cust_006247,2026-03-28T00:00:00,517.72,upi,dev_018675,157.244.37.175,Uttar Pradesh,low_risk
cust_006248,2026-05-20T00:00:00,852.46,card,dev_014416,157.46.209.192,Uttar Pradesh,low_risk
cust_006249,2026-01-18T00:00:00,417.68,card,dev_010190,122.250.243.192,Gujarat,low_risk
cust_006250,2025-07-24T00:00:00,1929.63,card,dev_002154,122.32.17.215,Uttar Pradesh,low_risk
cust_006251,2026-04-07T00:00:00,561.42,upi,dev_006419,117.116.110.32,Maharashtra,high_risk
cust_006252,2025-07-25T00:00:00,498.0,upi,dev_015203,117.152.107.85,Gujarat,low_risk
cust_006253,2025-05-25T00:00:00,3008.73,card,dev_005576,122.44.179.84,Karnataka,low_risk
cust_006254,2026-02-17T00:00:00,113.54,upi,dev_019333,103.235.169.185,Telangana,low_risk
cust_006255,2025-10-14T00:00:00,223.92,upi,dev_012415,49.119.180.237,Tamil Nadu,low_risk
cust_006256,2025-12-24T00:00:00,307.77,upi,dev_016626,103.26.155.80,Kerala,low_risk
cust_006257,2025-07-29T00:00:00,881.04,upi,dev_007095,49.67.100.181,Gujarat,low_risk
cust_006258,2025-10-29T00:00:00,486.38,card,dev_017248,122.156.101.208,Tamil Nadu,low_risk
cust_006259,2026-05-19T00:00:00,720.68,upi,dev_006068,117.238.86.203,Gujarat,standard
cust_006260,2025-11-14T00:00:00,639.36,card,dev_003317,157.148.148.186,West Bengal,low_risk
cust_006261,2025-06-07T00:00:00,910.21,upi,dev_021226,106.27.4.76,Kerala,low_risk
cust_006262,2025-11-09T00:00:00,440.81,card,dev_014678,103.157.155.153,Uttar Pradesh,standard
cust_006263,2025-10-10T00:00:00,847.32,card,dev_004868,49.232.76.225,Gujarat,low_risk
cust_006264,2025-12-26T00:00:00,567.09,card,dev_000369,103.25.52.173,Kerala,low_risk
cust_006265,2025-07-30T00:00:00,950.42,card,dev_000753,49.106.80.140,Uttar Pradesh,low_risk
cust_006266,2026-04-07T00:00:00,1157.17,upi,dev_020615,106.82.195.200,Delhi,low_risk
cust_006267,2026-02-28T00:00:00,516.96,upi,dev_016471,117.25.78.67,Delhi,low_risk
cust_006268,2026-03-31T00:00:00,935.57,upi,dev_002551,106.147.227.176,Gujarat,standard
cust_006269,2025-10-17T00:00:00,1233.32,card,dev_011483,122.251.69.245,West Bengal,low_risk
cust_006270,2025-12-02T00:00:00,504.48,upi,dev_020932,182.119.209.114,Gujarat,low_risk
cust_006271,2025-07-27T00:00:00,1492.29,upi,dev_018593,122.73.149.164,Uttar Pradesh,low_risk
cust_006272,2025-09-11T00:00:00,1263.07,upi,dev_008680,49.164.102.126,Gujarat,low_risk
cust_006273,2025-12-01T00:00:00,940.73,upi,dev_000342,182.239.172.30,Tamil Nadu,low_risk
cust_006274,2025-10-01T00:00:00,869.38,upi,dev_009094,182.25.158.251,West Bengal,low_risk
cust_006275,2025-12-10T00:00:00,1482.6,upi,dev_016471,157.107.215.135,Kerala,low_risk
cust_006276,2026-03-18T00:00:00,500.66,upi,dev_019777,122.248.94.4,Maharashtra,standard
cust_006277,2025-12-15T00:00:00,757.91,upi,dev_003595,122.37.142.176,Rajasthan,standard
cust_006278,2025-05-16T00:00:00,898.89,upi,dev_020161,122.122.213.236,Tamil Nadu,low_risk
cust_006279,2026-05-13T00:00:00,368.75,card,dev_015993,182.47.239.159,Gujarat,low_risk
cust_006280,2026-04-13T00:00:00,1045.92,upi,dev_001578,182.14.15.77,West Bengal,low_risk
cust_006281,2026-04-18T00:00:00,542.31,card,dev_007677,49.9.224.114,Karnataka,low_risk
cust_006282,2025-08-12T00:00:00,303.38,card,dev_000383,103.147.68.11,Uttar Pradesh,low_risk
cust_006283,2025-07-03T00:00:00,263.19,upi,dev_016867,117.185.18.135,Gujarat,low_risk
cust_006284,2025-09-19T00:00:00,217.77,card,dev_016931,223.5.48.253,West Bengal,low_risk
cust_006285,2026-04-23T00:00:00,387.92,card,dev_005498,122.143.172.78,Telangana,standard
cust_006286,2025-06-03T00:00:00,164.02,card,dev_018255,106.213.152.81,Gujarat,standard
cust_006287,2025-08-25T00:00:00,525.08,upi,dev_014511,157.208.94.9,West Bengal,low_risk
cust_006288,2025-04-30T00:00:00,380.96,upi,dev_004535,49.74.18.3,Maharashtra,low_risk
cust_006289,2025-10-24T00:00:00,259.02,upi,dev_009910,106.31.117.211,Rajasthan,low_risk
cust_006290,2026-05-22T00:00:00,1672.34,upi,dev_020681,122.175.171.201,West Bengal,low_risk
cust_006291,2025-11-27T00:00:00,390.75,upi,dev_017828,106.66.239.69,Telangana,low_risk
cust_006292,2025-12-20T00:00:00,2983.61,card,dev_002898,103.27.203.137,Tamil Nadu,low_risk
cust_006293,2025-05-23T00:00:00,209.79,card,dev_004200,117.16.73.136,Telangana,low_risk
cust_006294,2026-05-04T00:00:00,1744.38,upi,dev_019231,49.16.193.247,Karnataka,standard
cust_006295,2025-09-30T00:00:00,729.8,upi,dev_001330,117.235.143.153,Maharashtra,low_risk
cust_006296,2025-07-22T00:00:00,1306.75,card,dev_006576,122.120.160.125,Karnataka,low_risk
cust_006297,2026-05-14T00:00:00,266.02,upi,dev_012591,223.246.228.246,Kerala,low_risk
cust_006298,2025-10-27T00:00:00,598.72,card,dev_011028,103.221.137.210,Delhi,low_risk
cust_006299,2025-06-27T00:00:00,2161.26,card,dev_006726,103.90.32.199,Uttar Pradesh,low_risk
cust_006300,2025-11-29T00:00:00,2241.89,upi,dev_004466,223.184.213.73,West Bengal,low_risk
cust_006301,2025-07-23T00:00:00,1174.14,card,dev_004720,223.165.7.246,Karnataka,low_risk
cust_006302,2026-01-31T00:00:00,435.51,card,dev_016298,103.214.193.76,Tamil Nadu,standard
cust_006303,2025-07-19T00:00:00,419.62,upi,dev_005279,49.126.231.169,Kerala,standard
cust_006304,2025-10-24T00:00:00,845.99,card,dev_020341,223.249.241.193,West Bengal,low_risk
cust_006305,2026-01-15T00:00:00,314.89,card,dev_010212,157.243.37.44,Uttar Pradesh,standard
cust_006306,2026-05-17T00:00:00,308.82,netbanking,dev_013582,157.214.229.177,Karnataka,low_risk
cust_006307,2026-01-21T00:00:00,744.05,card,dev_000978,157.130.17.113,Tamil Nadu,low_risk
cust_006308,2025-10-09T00:00:00,449.45,card,dev_007212,122.98.8.86,Kerala,low_risk
cust_006309,2025-11-22T00:00:00,1282.46,card,dev_008880,182.172.51.12,Maharashtra,standard
cust_006310,2026-04-12T00:00:00,1122.96,upi,dev_005354,103.77.108.200,West Bengal,low_risk
cust_006311,2025-09-18T00:00:00,268.28,upi,dev_004128,122.136.223.81,West Bengal,low_risk
cust_006312,2025-08-07T00:00:00,377.55,upi,dev_016542,223.45.108.105,Kerala,low_risk
cust_006313,2026-03-09T00:00:00,458.7,card,dev_011269,122.3.127.62,Maharashtra,low_risk
cust_006314,2025-05-26T00:00:00,293.95,card,dev_019199,117.91.182.41,Gujarat,low_risk
cust_006315,2025-06-02T00:00:00,351.92,upi,dev_018250,157.71.113.161,Telangana,low_risk
cust_006316,2026-04-22T00:00:00,357.56,upi,dev_003432,103.148.149.83,Delhi,low_risk
cust_006317,2026-01-23T00:00:00,442.69,upi,dev_008747,103.123.133.112,Uttar Pradesh,low_risk
cust_006318,2026-03-15T00:00:00,825.7,upi,dev_002689,122.244.52.38,Gujarat,low_risk
cust_006319,2025-11-29T00:00:00,103.08,upi,dev_005879,223.179.177.38,Delhi,low_risk
cust_006320,2025-11-19T00:00:00,765.64,card,dev_012352,157.72.157.76,Delhi,standard
cust_006321,2025-09-21T00:00:00,995.37,netbanking,dev_002937,106.227.184.249,Kerala,low_risk
cust_006322,2026-02-23T00:00:00,1698.83,upi,dev_021422,106.226.254.100,Telangana,low_risk
cust_006323,2025-07-02T00:00:00,1239.25,card,dev_014932,182.63.31.220,Uttar Pradesh,low_risk
cust_006324,2026-03-17T00:00:00,223.22,upi,dev_006453,106.166.197.18,Gujarat,low_risk
cust_006325,2025-09-09T00:00:00,435.7,card,dev_006878,106.185.31.57,Karnataka,low_risk
cust_006326,2026-05-03T00:00:00,368.56,upi,dev_016347,103.199.49.72,Gujarat,low_risk
cust_006327,2025-09-29T00:00:00,1138.06,card,dev_010403,122.58.44.158,Kerala,low_risk
cust_006328,2025-11-15T00:00:00,1021.74,card,dev_007984,106.107.72.107,Kerala,low_risk
cust_006329,2025-10-04T00:00:00,343.09,card,dev_019679,103.20.56.54,Uttar Pradesh,low_risk
cust_006330,2026-05-14T00:00:00,410.1,netbanking,dev_006205,223.68.203.128,Gujarat,low_risk
cust_006331,2025-11-30T00:00:00,607.46,upi,dev_003408,157.161.129.159,Maharashtra,low_risk
cust_006332,2025-05-23T00:00:00,552.06,upi,dev_019719,49.240.2.71,West Bengal,low_risk
cust_006333,2025-08-22T00:00:00,335.19,upi,dev_012002,49.234.109.118,Maharashtra,low_risk
cust_006334,2025-10-28T00:00:00,662.09,upi,dev_009712,182.90.181.199,Gujarat,low_risk
cust_006335,2025-05-06T00:00:00,714.66,upi,dev_021348,103.170.33.22,Telangana,low_risk
cust_006336,2026-02-16T00:00:00,1853.23,card,dev_011968,103.8.52.124,Tamil Nadu,low_risk
cust_006337,2025-12-18T00:00:00,2455.29,upi,dev_020224,223.113.153.21,Rajasthan,low_risk
cust_006338,2025-11-04T00:00:00,229.24,card,dev_015240,103.66.234.231,Tamil Nadu,low_risk
cust_006339,2025-11-09T00:00:00,1101.5,card,dev_011946,117.220.113.215,Telangana,low_risk
cust_006340,2026-01-05T00:00:00,1831.2,upi,dev_016065,117.219.65.30,Maharashtra,standard
cust_006341,2025-08-01T00:00:00,189.71,upi,dev_012029,117.81.22.228,Rajasthan,low_risk
cust_006342,2026-05-09T00:00:00,401.64,upi,dev_009310,182.250.97.122,Rajasthan,low_risk
cust_006343,2025-08-04T00:00:00,168.03,upi,dev_019599,106.48.3.163,Karnataka,standard
cust_006344,2026-05-14T00:00:00,910.76,netbanking,dev_019118,49.223.232.95,Telangana,low_risk
cust_006345,2025-06-05T00:00:00,643.7,card,dev_017497,117.127.175.43,Tamil Nadu,low_risk
cust_006346,2026-02-19T00:00:00,1724.44,card,dev_012945,117.105.20.137,Kerala,low_risk
cust_006347,2026-05-11T00:00:00,717.74,card,dev_007336,182.232.246.160,West Bengal,low_risk
cust_006348,2025-12-25T00:00:00,604.14,upi,dev_011508,49.215.75.98,Delhi,low_risk
cust_006349,2025-11-12T00:00:00,1751.68,card,dev_006971,223.27.164.170,Tamil Nadu,low_risk
cust_006350,2025-05-24T00:00:00,1489.06,upi,dev_011637,49.67.37.8,Karnataka,low_risk
cust_006351,2026-05-17T00:00:00,1277.2,upi,dev_002959,122.142.151.86,Kerala,low_risk
cust_006352,2025-08-25T00:00:00,691.74,card,dev_001328,103.236.33.18,Rajasthan,low_risk
cust_006353,2025-10-20T00:00:00,464.4,card,dev_007641,103.147.13.165,Rajasthan,low_risk
cust_006354,2026-03-06T00:00:00,2271.18,upi,dev_005558,182.103.196.250,West Bengal,low_risk
cust_006355,2026-04-15T00:00:00,486.06,card,dev_011345,157.43.225.57,Maharashtra,standard
cust_006356,2025-06-26T00:00:00,1157.83,upi,dev_020757,103.25.151.106,Delhi,low_risk
cust_006357,2026-03-07T00:00:00,200.01,netbanking,dev_009182,106.69.131.207,Maharashtra,low_risk
cust_006358,2025-05-03T00:00:00,687.8,upi,dev_003504,49.30.109.91,Tamil Nadu,standard
cust_006359,2025-11-30T00:00:00,713.7,card,dev_005733,157.42.142.149,Uttar Pradesh,low_risk
cust_006360,2025-10-09T00:00:00,314.78,card,dev_014770,157.225.169.228,Delhi,low_risk
cust_006361,2025-12-18T00:00:00,814.88,card,dev_010639,103.19.197.67,Tamil Nadu,low_risk
cust_006362,2026-03-17T00:00:00,906.82,upi,dev_006110,117.2.134.203,Uttar Pradesh,low_risk
cust_006363,2025-10-01T00:00:00,864.16,upi,dev_015273,182.25.97.14,Rajasthan,low_risk
cust_006364,2026-01-01T00:00:00,347.61,card,dev_008599,182.180.244.139,Maharashtra,low_risk
cust_006365,2025-08-10T00:00:00,830.75,card,dev_008580,223.59.246.172,Tamil Nadu,standard
cust_006366,2025-10-18T00:00:00,1543.36,card,dev_016836,223.182.221.224,Rajasthan,standard
cust_006367,2025-06-09T00:00:00,177.91,upi,dev_014235,182.228.166.184,Uttar Pradesh,low_risk
cust_006368,2025-10-15T00:00:00,1062.76,netbanking,dev_012391,103.156.148.161,Delhi,low_risk
cust_006369,2025-05-09T00:00:00,751.68,upi,dev_014167,182.66.124.129,West Bengal,low_risk
cust_006370,2025-10-28T00:00:00,405.5,upi,dev_018061,182.102.241.109,Gujarat,high_risk
cust_006371,2025-09-30T00:00:00,362.17,upi,dev_014879,106.216.109.217,Rajasthan,low_risk
cust_006372,2025-08-13T00:00:00,4529.72,card,dev_018661,157.122.82.116,Telangana,low_risk
cust_006373,2025-05-05T00:00:00,716.95,card,dev_003113,106.97.235.54,West Bengal,standard
cust_006374,2026-04-06T00:00:00,1242.71,card,dev_011828,106.58.68.11,Gujarat,low_risk
cust_006375,2026-04-15T00:00:00,725.68,card,dev_021472,122.157.151.101,Uttar Pradesh,low_risk
cust_006376,2025-12-09T00:00:00,790.87,upi,dev_006951,182.62.148.149,Delhi,low_risk
cust_006377,2025-11-02T00:00:00,1372.14,card,dev_015886,103.38.215.241,Rajasthan,low_risk
cust_006378,2025-06-28T00:00:00,1734.95,upi,dev_021139,157.92.180.201,Telangana,low_risk
cust_006379,2026-02-13T00:00:00,1493.89,upi,dev_021966,223.113.193.68,Rajasthan,low_risk
cust_006380,2026-03-22T00:00:00,139.46,card,dev_004884,106.218.205.208,Kerala,low_risk
cust_006381,2025-07-06T00:00:00,1191.99,card,dev_009429,117.196.209.229,Kerala,low_risk
cust_006382,2025-05-15T00:00:00,307.98,upi,dev_014515,49.135.109.225,Karnataka,low_risk
cust_006383,2026-01-21T00:00:00,327.49,netbanking,dev_018581,103.21.62.200,Delhi,low_risk
cust_006384,2025-12-26T00:00:00,1827.76,netbanking,dev_017184,122.192.60.7,Rajasthan,low_risk
cust_006385,2026-02-24T00:00:00,714.47,upi,dev_021113,103.223.97.178,Telangana,low_risk
cust_006386,2025-12-08T00:00:00,227.56,upi,dev_008505,49.6.40.29,Karnataka,standard
cust_006387,2026-04-30T00:00:00,811.67,upi,dev_013909,122.122.42.77,West Bengal,low_risk
cust_006388,2025-09-16T00:00:00,1237.44,upi,dev_016967,157.49.157.65,Maharashtra,low_risk
cust_006389,2025-11-23T00:00:00,1587.63,upi,dev_004858,157.239.150.222,Karnataka,low_risk
cust_006390,2025-06-24T00:00:00,318.19,netbanking,dev_007138,103.14.245.136,Maharashtra,low_risk
cust_006391,2025-05-22T00:00:00,321.03,upi,dev_006516,157.50.191.80,Uttar Pradesh,low_risk
cust_006392,2026-04-05T00:00:00,4926.89,upi,dev_007622,182.167.155.53,Kerala,low_risk
cust_006393,2025-07-11T00:00:00,135.55,upi,dev_008312,103.168.140.85,Delhi,standard
cust_006394,2026-01-04T00:00:00,1862.9,card,dev_002941,103.208.234.180,Delhi,low_risk
cust_006395,2025-06-17T00:00:00,489.02,card,dev_019645,103.27.152.33,Delhi,low_risk
cust_006396,2025-05-01T00:00:00,354.57,card,dev_006696,106.131.135.237,Rajasthan,standard
cust_006397,2025-11-16T00:00:00,523.36,upi,dev_009095,223.54.3.141,Uttar Pradesh,low_risk
cust_006398,2026-01-07T00:00:00,589.6,upi,dev_006577,49.253.2.12,Kerala,low_risk
cust_006399,2025-08-29T00:00:00,464.3,upi,dev_016845,103.184.194.199,Tamil Nadu,low_risk
cust_006400,2026-02-02T00:00:00,532.26,card,dev_012133,49.77.160.79,Uttar Pradesh,low_risk
cust_006401,2025-06-23T00:00:00,668.57,netbanking,dev_002112,122.203.2.22,Telangana,low_risk
cust_006402,2025-07-27T00:00:00,537.46,upi,dev_002996,223.187.147.228,Maharashtra,low_risk
cust_006403,2025-06-18T00:00:00,1678.63,upi,dev_015697,122.181.123.32,Maharashtra,low_risk
cust_006404,2026-01-15T00:00:00,602.92,upi,dev_020461,103.239.52.45,Gujarat,low_risk
cust_006405,2026-04-14T00:00:00,633.92,upi,dev_000465,103.101.229.251,West Bengal,low_risk
cust_006406,2025-05-11T00:00:00,224.78,netbanking,dev_005403,182.75.31.10,Karnataka,standard
cust_006407,2026-03-01T00:00:00,4076.41,upi,dev_019186,223.22.160.159,Rajasthan,low_risk
cust_006408,2025-08-31T00:00:00,521.59,upi,dev_011398,49.125.154.240,Rajasthan,low_risk
cust_006409,2025-06-25T00:00:00,1046.74,upi,dev_020054,49.117.153.137,Maharashtra,low_risk
cust_006410,2026-03-09T00:00:00,326.69,upi,dev_008065,182.35.208.198,Maharashtra,standard
cust_006411,2025-05-26T00:00:00,251.52,upi,dev_006267,182.107.171.29,Delhi,low_risk
cust_006412,2025-09-27T00:00:00,210.69,upi,dev_000195,122.199.67.248,Delhi,low_risk
cust_006413,2025-05-29T00:00:00,414.61,card,dev_010462,182.14.34.87,Gujarat,standard
cust_006414,2025-07-21T00:00:00,988.38,card,dev_021803,49.146.172.55,West Bengal,standard
cust_006415,2026-04-28T00:00:00,1002.22,netbanking,dev_018968,223.49.5.241,Karnataka,low_risk
